#PATH-POINTS-START Path
-19.885,-172.457,272,350
-97.852,-118.779,272
-95.87,-119.049,272
-93.888,-119.312,272
-91.904,-119.568,272
-89.919,-119.814,272
-87.933,-120.048,272
-85.945,-120.269,272
-83.956,-120.474,272
-81.965,-120.66,272
-79.971,-120.824,272
-77.976,-120.96,272
-75.979,-121.065,272
-73.98,-121.13,272
-71.98,-121.146,272
-69.981,-121.1,272
-68.957,-121.048,272,65
-68.957,-121.048,0,65
#PATH.JERRYIO-DATA {"appVersion":"0.11.0","format":"path.jerryio v0.1","gc":{"robotWidth":30,"robotHeight":30,"robotIsHolonomic":false,"showRobot":false,"uol":1,"pointDensity":2,"controlMagnetDistance":5,"fieldImage":{"displayName":"V5RC 2027 - Override","signature":"V5RC-Override-H2H-TopDownHighlighted-TileColor66_71","origin":{"__type":"built-in"}},"coordinateSystem":"VEX Gaming Positioning System"},"paths":[{"segments":[{"controls":[{"uid":"l3Qvc7JTEv","x":-19.88488801082307,"y":-172.45693285556615,"lock":false,"visible":true,"heading":350,"__type":"end-point"},{"uid":"hfvLppxsQy","x":-40.33178336734903,"y":-144.70757487170948,"lock":false,"visible":true,"__type":"control"},{"uid":"8QYo28owde","x":-12.290326878399132,"y":-114.03723183692061,"lock":false,"visible":true,"__type":"control"},{"uid":"kdZIFlADuK","x":-47.34214748958649,"y":-116.37401987766641,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"kqQ2QO5QJd"},{"controls":[{"uid":"kdZIFlADuK","x":-47.34214748958649,"y":-116.37401987766641,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"Uxt40HT8YA","x":-82.39396810077389,"y":-118.71080791841221,"lock":false,"visible":true,"__type":"control"},{"uid":"2vHsv8AkUC","x":-29.23204017380636,"y":-137.40511224437887,"lock":false,"visible":true,"__type":"control"},{"uid":"K7sOgZK8pB","x":-34.489813265484464,"y":-118.71080791841224,"lock":false,"visible":true,"heading":200,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"ndV8fY0lvp"},{"controls":[{"uid":"K7sOgZK8pB","x":-34.489813265484464,"y":-118.71080791841224,"lock":false,"visible":true,"heading":200,"__type":"end-point"},{"uid":"NxlL39QX00","x":-39.74758635716257,"y":-100.01650359244562,"lock":false,"visible":true,"__type":"control"},{"uid":"4X8PhhCVxn","x":-46.46585197430681,"y":-141.49449131568397,"lock":false,"visible":true,"__type":"control"},{"uid":"oXX7WKjdbZ","x":-59.61028470350207,"y":-168.9517507944474,"lock":false,"visible":true,"heading":180,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"Ljv2TdhVSu"},{"controls":[{"uid":"oXX7WKjdbZ","x":-59.61028470350207,"y":-168.9517507944474,"lock":false,"visible":true,"heading":180,"__type":"end-point"},{"uid":"sDFMOfpg8J","x":-53.768314601637506,"y":-153.17843151941312,"lock":false,"visible":true,"heading":195,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"s2jZgDKZTZ"},{"controls":[{"uid":"sDFMOfpg8J","x":-53.768314601637506,"y":-153.17843151941312,"lock":false,"visible":true,"heading":195,"__type":"end-point"},{"uid":"U35neLCF2a","x":-44.421162438654214,"y":-141.494491315684,"lock":false,"visible":true,"__type":"control"},{"uid":"lz95tsDszI","x":-82.39396810077385,"y":-140.6181958004043,"lock":false,"visible":true,"__type":"control"},{"uid":"hs2GYPrt5t","x":-114.52480366102891,"y":-123.96858101009033,"lock":false,"visible":true,"heading":320,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"7Cxn2vma9x"},{"controls":[{"uid":"hs2GYPrt5t","x":-114.52480366102891,"y":-123.96858101009033,"lock":false,"visible":true,"heading":320,"__type":"end-point"},{"uid":"LgOCCuSjAX","x":-146.655639221284,"y":-107.31896621977637,"lock":false,"visible":true,"__type":"control"},{"uid":"ALmyuD7WFi","x":-91.74112026375714,"y":-122.50808848462418,"lock":false,"visible":true,"__type":"control"},{"uid":"CtUpL2Npgw","x":-68.95743686648537,"y":-121.04759595915803,"lock":false,"visible":true,"heading":65,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"GjV9CkFHp7"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":600,"label":"600"},"step":1,"from":52,"to":272},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.292}},"name":"Path","uid":"XAywwGwNWJ","lock":false,"visible":true}]}
